repository,timestamp,branch,referenced_issue
Backend2,"2014-03-31 10:25:20+00:00",master,NULL
Backend1,"2014-03-31 10:31:17+00:00",freeze,DEV
Backend1,"2014-03-31 11:49:19+00:00",freeze,DEV
Backend2,"2014-03-31 11:51:24+00:00",master,NULL
OldFrontend,"2014-03-31 12:40:08+00:00",freeze,DEV
Backend2,"2014-03-31 12:40:38+00:00",master,NULL
OldFrontend,"2014-04-01 05:20:14+00:00",freeze,DEV
OldFrontend,"2014-04-01 05:36:54+00:00",freeze,DEV
OldFrontend,"2014-04-01 06:42:47+00:00",freeze,PS
Backend2,"2014-04-01 07:33:50+00:00",master,NULL
Backend2,"2014-04-01 09:01:38+00:00",master,NULL
OldFrontend,"2014-04-01 11:51:30+00:00",freeze,AT
OldFrontend,"2014-04-01 12:16:43+00:00",freeze,DEV
OldFrontend,"2014-04-02 05:57:05+00:00",freeze,DEV
OldFrontend,"2014-04-02 07:23:32+00:00",freeze,DEV
OldFrontend,"2014-04-02 11:57:16+00:00",freeze,DEV
OldFrontend,"2014-04-02 12:33:00+00:00",freeze,DEV
Backend2,"2014-04-02 13:56:28+00:00",master,NULL
Backend2,"2014-04-02 14:47:52+00:00",master,NULL
Backend2,"2014-04-03 05:43:49+00:00",master,NULL
Backend2,"2014-04-03 05:49:34+00:00",master,NULL
Backend2,"2014-04-03 05:53:04+00:00",master,NULL
OldFrontend,"2014-04-03 06:16:46+00:00",freeze,DEV
OldFrontend,"2014-04-03 06:51:03+00:00",freeze,AT
Backend1,"2014-04-03 09:30:03+00:00",freeze,NULL
OldFrontend,"2014-04-03 09:37:05+00:00",freeze,DEV
Backend1,"2014-04-03 11:43:07+00:00",freeze,NULL
Backend1,"2014-04-03 12:20:44+00:00",freeze,NULL
Backend2,"2014-04-03 12:46:15+00:00",master,NULL
Backend2,"2014-04-03 12:58:26+00:00",master,NULL
OldFrontend,"2014-04-03 13:37:32+00:00",freeze,AT
Backend2,"2014-04-03 13:59:32+00:00",master,NULL
Backend2,"2014-04-03 14:20:11+00:00",master,NULL
Backend2,"2014-04-03 14:39:14+00:00",master,NULL
Backend2,"2014-04-03 14:56:40+00:00",master,NULL
Backend2,"2014-04-03 15:05:16+00:00",master,NULL
Backend2,"2014-04-04 06:36:46+00:00",master,NULL
Backend2,"2014-04-04 08:46:23+00:00",master,NULL
OldFrontend,"2014-04-04 09:37:50+00:00",freeze,NULL
OldFrontend,"2014-04-04 10:28:58+00:00",freeze,DEV
Backend2,"2014-04-04 10:43:14+00:00",master,NULL
Backend2,"2014-04-04 11:21:54+00:00",master,NULL
Backend2,"2014-04-04 12:14:34+00:00",master,NULL
OldFrontend,"2014-04-04 12:17:09+00:00",freeze,DEV
Backend2,"2014-04-04 12:52:55+00:00",master,NULL
OldFrontend,"2014-04-04 13:04:52+00:00",freeze,DEV
Backend2,"2014-04-04 14:36:11+00:00",master,DEV
Backend1,"2014-04-07 07:18:07+00:00",freeze,DEV
Backend1,"2014-04-07 08:00:53+00:00",freeze,NULL
Backend1,"2014-04-07 08:16:24+00:00",freeze,DEV
Backend2,"2014-04-07 08:24:15+00:00",master,DEV
OldFrontend,"2014-04-07 08:26:59+00:00",master,DEV
OldFrontend,"2014-04-07 08:34:00+00:00",master,NULL
Backend1,"2014-04-07 08:34:12+00:00",freeze,NULL
Backend2,"2014-04-07 09:12:08+00:00",master,DEV
OldFrontend,"2014-04-07 10:20:21+00:00",master,DEV
OldFrontend,"2014-04-07 10:37:06+00:00",master,AT
Backend2,"2014-04-07 11:22:06+00:00",master,DEV
Backend1,"2014-04-07 12:00:57+00:00",freeze,DEV
Backend1,"2014-04-07 12:18:21+00:00",freeze,NULL
OldFrontend,"2014-04-07 12:21:24+00:00",master,AT
Backend2,"2014-04-07 12:34:57+00:00",master,DEV
OldFrontend,"2014-04-07 12:41:08+00:00",master,DEV
OldFrontend,"2014-04-07 12:43:14+00:00",master,DEV
OldFrontend,"2014-04-07 12:58:00+00:00",master,DEV
OldFrontend,"2014-04-07 13:03:06+00:00",master,DEV
Backend1,"2014-04-07 13:50:40+00:00",freeze,DEV
Backend2,"2014-04-07 14:14:11+00:00",master,NULL
Backend2,"2014-04-07 15:26:01+00:00",master,DEV
OldFrontend,"2014-04-08 09:07:00+00:00",master,DEV
OldFrontend,"2014-04-08 10:49:43+00:00",master,DEV
Backend2,"2014-04-08 11:13:40+00:00",master,DEV
Backend1,"2014-04-08 11:40:00+00:00",master,DEV
OldFrontend,"2014-04-08 11:48:03+00:00",master,DEV
Backend2,"2014-04-08 12:36:27+00:00",master,NULL
OldFrontend,"2014-04-08 12:53:02+00:00",master,DEV
Backend2,"2014-04-08 13:04:39+00:00",master,NULL
Backend2,"2014-04-08 13:22:01+00:00",master,NULL
Backend2,"2014-04-08 13:22:24+00:00",master,NULL
OldFrontend,"2014-04-08 14:36:53+00:00",master,DEV
Backend1,"2014-04-09 07:39:38+00:00",master,NULL
Backend1,"2014-04-09 08:15:05+00:00",master,DEV
Backend2,"2014-04-09 10:55:32+00:00",master,NULL
Backend2,"2014-04-09 12:17:39+00:00",master,NULL
Backend2,"2014-04-09 12:32:26+00:00",master,NULL
Backend2,"2014-04-09 12:38:01+00:00",master,DEV
Backend1,"2014-04-09 12:47:34+00:00",master,NULL
OldFrontend,"2014-04-09 12:56:12+00:00",master,DEV
OldFrontend,"2014-04-09 13:25:57+00:00",master,DEV
OldFrontend,"2014-04-09 13:31:42+00:00",master,DEV
Backend2,"2014-04-09 14:48:15+00:00",master,NULL
Backend2,"2014-04-09 15:29:33+00:00",master,NULL
Backend2,"2014-04-09 16:59:07+00:00",master,NULL
Backend2,"2014-04-10 06:02:13+00:00",master,NULL
Backend2,"2014-04-10 06:03:35+00:00",master,NULL
Backend2,"2014-04-10 06:05:23+00:00",master,NULL
Backend2,"2014-04-10 06:16:37+00:00",master,NULL
Backend2,"2014-04-10 07:01:57+00:00",master,NULL
Backend2,"2014-04-10 07:38:09+00:00",master,NULL
OldFrontend,"2014-04-10 10:49:34+00:00",master,DEV
Backend2,"2014-04-10 10:56:56+00:00",master,DEV
Backend2,"2014-04-10 11:08:20+00:00",master,NULL
Backend2,"2014-04-10 11:34:21+00:00",master,NULL
Backend2,"2014-04-10 11:39:10+00:00",master,DEV
Backend2,"2014-04-10 12:25:22+00:00",master,NULL
Backend2,"2014-04-10 12:59:48+00:00",master,NULL
Backend2,"2014-04-10 13:51:51+00:00",master,NULL
Backend2,"2014-04-10 13:58:56+00:00",master,NULL
OldFrontend,"2014-04-10 14:50:14+00:00",master,DEV
Backend1,"2014-04-10 14:57:43+00:00",master,NULL
Backend1,"2014-04-10 15:13:11+00:00",master,DEV
Backend2,"2014-04-10 15:29:08+00:00",master,DEV
OldFrontend,"2014-04-11 05:42:46+00:00",master,NULL
Backend1,"2014-04-11 06:43:24+00:00",master,DEV
Backend2,"2014-04-11 07:20:08+00:00",master,NULL
OldFrontend,"2014-04-11 07:23:27+00:00",master,DEV
Backend2,"2014-04-11 07:33:58+00:00",master,NULL
Backend2,"2014-04-11 07:40:58+00:00",master,NULL
Backend2,"2014-04-11 07:53:44+00:00",master,NULL
Backend2,"2014-04-11 08:00:45+00:00",master,NULL
Backend2,"2014-04-11 08:07:48+00:00",master,NULL
OldFrontend,"2014-04-11 08:08:08+00:00",master,DEV
Backend2,"2014-04-11 08:56:19+00:00",master,NULL
Backend2,"2014-04-11 10:06:04+00:00",master,NULL
Backend2,"2014-04-11 10:48:57+00:00",master,NULL
OldFrontend,"2014-04-11 11:25:54+00:00",master,DEV
Backend2,"2014-04-11 11:41:20+00:00",master,NULL
Backend2,"2014-04-11 12:52:14+00:00",master,NULL
Backend2,"2014-04-11 13:07:08+00:00",master,NULL
Backend2,"2014-04-11 14:28:10+00:00",master,NULL
Backend2,"2014-04-11 14:40:58+00:00",master,NULL
Backend2,"2014-04-11 14:58:02+00:00",master,NULL
Backend2,"2014-04-11 15:45:03+00:00",master,NULL
Backend1,"2014-04-11 18:37:17+00:00",master,AT
Backend1,"2014-04-12 12:59:53+00:00",master,AT
Backend1,"2014-04-12 18:48:12+00:00",master,AT
Backend2,"2014-04-13 16:46:52+00:00",master,NULL
Backend2,"2014-04-13 17:43:24+00:00",master,NULL
Backend1,"2014-04-13 17:48:23+00:00",master,PS
Backend2,"2014-04-13 17:53:51+00:00",master,NULL
Backend1,"2014-04-14 04:58:26+00:00",master,DEV
OldFrontend,"2014-04-14 05:46:47+00:00",master,DEV
Backend1,"2014-04-14 07:36:04+00:00",master,DEV
Backend2,"2014-04-14 08:56:42+00:00",master,NULL
Backend2,"2014-04-14 09:19:13+00:00",master,NULL
Backend2,"2014-04-14 09:24:39+00:00",master,NULL
Backend1,"2014-04-14 09:52:57+00:00",master,AT
Backend2,"2014-04-14 09:53:08+00:00",master,NULL
OldFrontend,"2014-04-14 10:04:33+00:00",master,NULL
Backend2,"2014-04-14 10:30:55+00:00",master,NULL
Backend2,"2014-04-14 10:32:32+00:00",master,NULL
Backend1,"2014-04-14 10:49:05+00:00",master,DEV
OldFrontend,"2014-04-14 10:57:33+00:00",master,DEV
Backend1,"2014-04-14 10:57:59+00:00",master,DEV
Backend1,"2014-04-14 12:37:06+00:00",master,DEV
OldFrontend,"2014-04-14 12:43:47+00:00",master,DEV
OldFrontend,"2014-04-14 12:44:36+00:00",master,DEV
Backend1,"2014-04-14 12:49:39+00:00",master,NULL
Backend1,"2014-04-14 14:59:27+00:00",master,DEV
Backend1,"2014-04-14 16:58:43+00:00",master,DEV
Backend2,"2014-04-15 06:17:19+00:00",master,NULL
OldFrontend,"2014-04-15 06:21:46+00:00",master,DEV
OldFrontend,"2014-04-15 06:27:24+00:00",master,DEV
Backend2,"2014-04-15 06:58:48+00:00",master,NULL
Backend2,"2014-04-15 07:29:21+00:00",master,NULL
OldFrontend,"2014-04-15 08:44:04+00:00",master,DEV
OldFrontend,"2014-04-15 08:48:05+00:00",master,DEV
OldFrontend,"2014-04-15 10:08:05+00:00",master,DEV
OldFrontend,"2014-04-15 10:12:41+00:00",master,DEV
OldFrontend,"2014-04-15 11:27:14+00:00",master,DEV
Backend1,"2014-04-15 11:45:59+00:00",master,NULL
Backend2,"2014-04-15 11:57:18+00:00",master,NULL
Backend2,"2014-04-15 12:01:19+00:00",master,NULL
OldFrontend,"2014-04-15 12:46:56+00:00",master,DEV
OldFrontend,"2014-04-15 13:35:01+00:00",master,DEV
Backend1,"2014-04-15 13:41:52+00:00",master,DEV
Backend1,"2014-04-15 13:44:02+00:00",master,DEV
Backend2,"2014-04-15 13:48:32+00:00",master,NULL
OldFrontend,"2014-04-15 14:07:29+00:00",master,DEV
Backend2,"2014-04-15 14:23:05+00:00",master,NULL
Backend2,"2014-04-15 15:11:19+00:00",master,NULL
Backend2,"2014-04-15 15:11:34+00:00",master,NULL
Backend1,"2014-04-16 01:22:05+00:00",master,NULL
OldFrontend,"2014-04-16 01:32:26+00:00",master,NULL
OldFrontend,"2014-04-16 02:10:46+00:00",master,NULL
Backend1,"2014-04-16 06:00:00+00:00",master,DEV
Backend2,"2014-04-16 06:15:07+00:00",master,NULL
Backend2,"2014-04-16 06:20:05+00:00",master,NULL
OldFrontend,"2014-04-16 06:32:15+00:00",master,DEV
Backend2,"2014-04-16 07:04:39+00:00",master,NULL
Backend1,"2014-04-16 08:35:56+00:00",master,DEV
OldFrontend,"2014-04-16 08:47:05+00:00",master,NULL
Backend1,"2014-04-16 08:55:46+00:00",master,DEV
Backend1,"2014-04-16 09:42:14+00:00",master,DEV
Backend1,"2014-04-16 10:50:46+00:00",master,DEV
OldFrontend,"2014-04-16 10:51:40+00:00",master,DEV
OldFrontend,"2014-04-16 10:59:50+00:00",master,AT
OldFrontend,"2014-04-16 11:58:33+00:00",master,DEV
OldFrontend,"2014-04-16 12:02:26+00:00",master,DEV
OldFrontend,"2014-04-16 12:32:39+00:00",master,DEV
OldFrontend,"2014-04-16 12:41:43+00:00",master,NULL
Backend2,"2014-04-16 14:36:40+00:00",master,NULL
Backend2,"2014-04-16 15:25:01+00:00",master,NULL
OldFrontend,"2014-04-17 05:55:44+00:00",master,DEV
Backend2,"2014-04-17 07:17:09+00:00",master,NULL
OldFrontend,"2014-04-17 07:23:26+00:00",master,NULL
OldFrontend,"2014-04-17 07:25:32+00:00",master,DEV
Backend2,"2014-04-17 07:37:19+00:00",master,NULL
Backend1,"2014-04-17 08:06:13+00:00",master,DEV
Backend2,"2014-04-17 09:01:03+00:00",master,NULL
OldFrontend,"2014-04-17 09:15:54+00:00",master,DEV
Backend2,"2014-04-17 09:46:23+00:00",master,NULL
Backend1,"2014-04-17 09:56:56+00:00",master,NULL
Backend2,"2014-04-17 10:19:52+00:00",master,NULL
Backend2,"2014-04-17 10:48:38+00:00",master,NULL
Backend2,"2014-04-17 10:55:22+00:00",master,NULL
Backend1,"2014-04-17 11:16:07+00:00",master,PS
Backend2,"2014-04-17 11:51:50+00:00",master,NULL
OldFrontend,"2014-04-17 12:27:01+00:00",master,NULL
Backend2,"2014-04-17 12:30:51+00:00",master,NULL
Backend2,"2014-04-17 13:56:32+00:00",master,NULL
OldFrontend,"2014-04-17 14:07:23+00:00",master,DEV
Backend2,"2014-04-17 14:31:10+00:00",master,NULL
Backend2,"2014-04-17 14:45:56+00:00",master,NULL
Backend2,"2014-04-17 15:50:18+00:00",master,NULL
Backend1,"2014-04-18 06:06:22+00:00",master,DEV
OldFrontend,"2014-04-18 09:01:15+00:00",master,AT
Backend2,"2014-04-20 14:06:25+00:00",master,NULL
Backend2,"2014-04-20 14:07:18+00:00",master,NULL
Backend2,"2014-04-20 14:09:40+00:00",master,NULL
Backend2,"2014-04-20 14:52:08+00:00",master,NULL
Backend2,"2014-04-20 14:52:45+00:00",master,NULL
OldFrontend,"2014-04-21 15:55:35+00:00",master,DEV
Backend2,"2014-04-22 06:31:20+00:00",master,NULL
OldFrontend,"2014-04-22 06:42:26+00:00",master,DEV
OldFrontend,"2014-04-22 06:44:08+00:00",master,DEV
OldFrontend,"2014-04-22 07:07:21+00:00",master,PS
OldFrontend,"2014-04-22 07:15:57+00:00",master,DEV
OldFrontend,"2014-04-22 07:47:43+00:00",master,DEV
Backend1,"2014-04-22 08:06:12+00:00",master,NULL
Backend2,"2014-04-22 08:51:25+00:00",master,NULL
OldFrontend,"2014-04-22 09:48:49+00:00",master,NULL
Backend1,"2014-04-22 10:17:48+00:00",master,PS
Backend1,"2014-04-22 10:21:47+00:00",master,DEV
OldFrontend,"2014-04-22 10:32:00+00:00",master,DEV
OldFrontend,"2014-04-22 10:54:10+00:00",master,NULL
Backend2,"2014-04-22 11:01:03+00:00",master,NULL
Backend1,"2014-04-22 11:14:05+00:00",master,NULL
Backend2,"2014-04-22 11:33:54+00:00",master,NULL
OldFrontend,"2014-04-22 12:24:41+00:00",master,PS
Backend2,"2014-04-22 12:58:29+00:00",master,NULL
Backend1,"2014-04-22 12:58:37+00:00",master,PS
Backend2,"2014-04-22 13:45:39+00:00",master,NULL
Backend1,"2014-04-22 14:30:51+00:00",master,DEV
Backend1,"2014-04-22 17:37:34+00:00",master,AT
OldFrontend,"2014-04-23 04:22:21+00:00",master,DEV
OldFrontend,"2014-04-23 05:12:26+00:00",master,DEV
Backend2,"2014-04-23 06:04:44+00:00",master,NULL
OldFrontend,"2014-04-23 06:16:28+00:00",master,DEV
Backend1,"2014-04-23 06:22:54+00:00",master,DEV
Backend2,"2014-04-23 06:55:49+00:00",master,NULL
OldFrontend,"2014-04-23 07:44:58+00:00",master,DEV
Backend2,"2014-04-23 08:09:44+00:00",master,NULL
OldFrontend,"2014-04-23 08:50:11+00:00",master,DEV
OldFrontend,"2014-04-23 09:11:44+00:00",master,DEV
OldFrontend,"2014-04-23 09:14:33+00:00",master,PS
OldFrontend,"2014-04-23 09:29:39+00:00",master,DEV
Backend2,"2014-04-23 10:59:49+00:00",master,NULL
OldFrontend,"2014-04-23 11:45:43+00:00",master,DEV
OldFrontend,"2014-04-23 11:48:23+00:00",master,DEV
OldFrontend,"2014-04-23 11:49:12+00:00",master,DEV
Backend2,"2014-04-23 11:54:21+00:00",master,NULL
OldFrontend,"2014-04-23 12:02:11+00:00",master,DEV
OldFrontend,"2014-04-23 12:09:35+00:00",master,DEV
Backend1,"2014-04-23 12:26:22+00:00",master,DEV
OldFrontend,"2014-04-23 12:50:50+00:00",master,NULL
OldFrontend,"2014-04-23 13:25:39+00:00",master,DEV
OldFrontend,"2014-04-23 13:58:20+00:00",master,DEV
Backend2,"2014-04-23 13:58:21+00:00",master,NULL
Backend2,"2014-04-23 14:42:32+00:00",master,NULL
Backend2,"2014-04-23 16:47:08+00:00",master,NULL
Backend2,"2014-04-23 17:06:34+00:00",master,NULL
OldFrontend,"2014-04-24 04:45:08+00:00",master,DEV
OldFrontend,"2014-04-24 05:22:55+00:00",master,DEV
OldFrontend,"2014-04-24 05:54:47+00:00",master,DEV
OldFrontend,"2014-04-24 05:57:38+00:00",master,DEV
Backend2,"2014-04-24 06:26:00+00:00",master,NULL
Backend1,"2014-04-24 06:28:37+00:00",master,DEV
Backend1,"2014-04-24 06:50:19+00:00",master,DEV
OldFrontend,"2014-04-24 08:01:52+00:00",master,NULL
OldFrontend,"2014-04-24 08:06:06+00:00",master,DEV
Backend1,"2014-04-24 08:44:20+00:00",master,DEV
OldFrontend,"2014-04-24 08:57:29+00:00",master,NULL
OldFrontend,"2014-04-24 09:10:36+00:00",master,NULL
OldFrontend,"2014-04-24 09:30:05+00:00",master,DEV
OldFrontend,"2014-04-24 09:39:12+00:00",master,NULL
Backend1,"2014-04-24 10:05:54+00:00",master,DEV
OldFrontend,"2014-04-24 10:31:44+00:00",master,DEV
Backend1,"2014-04-24 10:37:47+00:00",master,NULL
Backend2,"2014-04-24 11:48:17+00:00",master,NULL
OldFrontend,"2014-04-24 11:50:04+00:00",master,PS
OldFrontend,"2014-04-24 12:08:23+00:00",master,DEV
Backend2,"2014-04-24 12:08:48+00:00",master,NULL
OldFrontend,"2014-04-24 12:48:16+00:00",master,DEV
OldFrontend,"2014-04-24 13:05:20+00:00",master,DEV
Backend1,"2014-04-24 13:30:17+00:00",master,DEV
OldFrontend,"2014-04-24 13:59:48+00:00",master,AT
Backend1,"2014-04-24 14:13:53+00:00",master,DEV
Backend2,"2014-04-24 14:54:50+00:00",master,NULL
Backend2,"2014-04-24 15:05:10+00:00",master,NULL
Backend2,"2014-04-24 17:16:56+00:00",master,NULL
Backend2,"2014-04-24 18:12:14+00:00",master,NULL
Backend2,"2014-04-25 05:32:08+00:00",master,NULL
Backend2,"2014-04-25 05:39:00+00:00",master,NULL
Backend2,"2014-04-25 06:49:16+00:00",master,NULL
Backend2,"2014-04-25 07:08:05+00:00",master,NULL
OldFrontend,"2014-04-25 08:28:54+00:00",master,DEV
OldFrontend,"2014-04-25 08:36:53+00:00",master,NULL
Backend2,"2014-04-25 09:59:16+00:00",master,NULL
OldFrontend,"2014-04-25 10:01:08+00:00",master,DEV
Backend2,"2014-04-25 11:33:16+00:00",master,NULL
OldFrontend,"2014-04-25 11:47:12+00:00",master,DEV
Backend1,"2014-04-25 11:49:13+00:00",master,DEV
Backend2,"2014-04-25 12:05:46+00:00",master,NULL
OldFrontend,"2014-04-25 12:28:12+00:00",master,DEV
OldFrontend,"2014-04-25 13:29:24+00:00",master,DEV
Backend2,"2014-04-25 14:40:05+00:00",master,NULL
Backend1,"2014-04-28 04:39:46+00:00",master,DEV
Backend1,"2014-04-28 05:31:18+00:00",master,DEV
Backend2,"2014-04-28 07:30:35+00:00",master,NULL
Backend1,"2014-04-28 08:02:13+00:00",master,DEV
Backend1,"2014-04-28 08:32:04+00:00",master,DEV
OldFrontend,"2014-04-28 08:55:47+00:00",master,DEV
Backend1,"2014-04-28 09:38:48+00:00",master,DEV
OldFrontend,"2014-04-28 09:45:42+00:00",master,DEV
Backend1,"2014-04-28 09:47:55+00:00",master,DEV
OldFrontend,"2014-04-28 09:51:31+00:00",master,DEV
OldFrontend,"2014-04-28 09:59:39+00:00",master,DEV
OldFrontend,"2014-04-28 10:31:39+00:00",master,PS
Backend1,"2014-04-28 11:05:16+00:00",master,DEV
Backend2,"2014-04-28 11:33:41+00:00",master,NULL
OldFrontend,"2014-04-28 11:43:17+00:00",master,PS
Backend2,"2014-04-28 11:44:26+00:00",master,NULL
Backend2,"2014-04-28 11:47:21+00:00",master,NULL
Backend1,"2014-04-28 12:14:00+00:00",master,DEV
Backend1,"2014-04-28 12:25:17+00:00",master,DEV
Backend1,"2014-04-28 12:32:06+00:00",master,DEV
Backend1,"2014-04-28 12:57:09+00:00",master,DEV
Backend1,"2014-04-28 13:20:05+00:00",master,DEV
Backend1,"2014-04-28 13:53:24+00:00",master,DEV
Backend1,"2014-04-28 14:24:06+00:00",master,PS
OldFrontend,"2014-04-28 19:25:08+00:00",master,DEV
OldFrontend,"2014-04-28 22:41:16+00:00",master,DEV
Backend1,"2014-04-29 05:29:59+00:00",master,PS
Backend1,"2014-04-29 05:32:22+00:00",master,DEV
OldFrontend,"2014-04-29 05:36:01+00:00",master,DEV
OldFrontend,"2014-04-29 06:11:56+00:00",master,DEV
OldFrontend,"2014-04-29 06:43:34+00:00",master,NULL
OldFrontend,"2014-04-29 07:00:54+00:00",master,DEV
OldFrontend,"2014-04-29 07:18:33+00:00",master,DEV
Backend1,"2014-04-29 07:33:43+00:00",master,DEV
Backend1,"2014-04-29 07:45:41+00:00",master,DEV
OldFrontend,"2014-04-29 07:57:43+00:00",master,DEV
OldFrontend,"2014-04-29 09:06:11+00:00",master,DEV
OldFrontend,"2014-04-29 10:14:29+00:00",master,PS
Backend1,"2014-04-29 10:15:54+00:00",master,AT
Backend1,"2014-04-29 10:20:59+00:00",master,DEV
OldFrontend,"2014-04-29 10:25:11+00:00",master,NULL
OldFrontend,"2014-04-29 10:32:12+00:00",master,DEV
Backend1,"2014-04-29 10:33:30+00:00",master,DEV
Backend1,"2014-04-29 10:37:41+00:00",master,AT
OldFrontend,"2014-04-29 10:41:54+00:00",master,DEV
OldFrontend,"2014-04-29 10:54:59+00:00",master,DEV
OldFrontend,"2014-04-29 12:14:45+00:00",master,DEV
Backend1,"2014-04-29 12:22:07+00:00",master,DEV
Backend1,"2014-04-29 12:37:29+00:00",freeze,DEV
OldFrontend,"2014-04-29 12:50:06+00:00",master,DEV
Backend2,"2014-04-29 12:50:58+00:00",master,NULL
OldFrontend,"2014-04-29 13:07:39+00:00",master,DEV
OldFrontend,"2014-04-29 13:14:13+00:00",master,DEV
OldFrontend,"2014-04-29 13:21:50+00:00",master,DEV
Backend2,"2014-04-29 13:52:56+00:00",master,NULL
Backend1,"2014-04-29 13:57:44+00:00",master,DEV
Backend2,"2014-04-29 13:58:17+00:00",master,NULL
OldFrontend,"2014-04-29 23:30:15+00:00",freeze,DEV
Backend1,"2014-04-30 05:39:06+00:00",freeze,DEV
Backend1,"2014-04-30 05:40:53+00:00",freeze,DEV
OldFrontend,"2014-04-30 05:48:39+00:00",freeze,DEV
Backend1,"2014-04-30 06:29:26+00:00",freeze,DEV
Backend1,"2014-04-30 06:37:01+00:00",freeze,DEV
Backend1,"2014-04-30 06:45:33+00:00",freeze,DEV
OldFrontend,"2014-04-30 07:12:30+00:00",freeze,DEV
Backend2,"2014-04-30 08:35:52+00:00",master,NULL
Backend1,"2014-04-30 08:45:56+00:00",freeze,DEV
OldFrontend,"2014-04-30 08:47:11+00:00",freeze,DEV
OldFrontend,"2014-04-30 08:47:55+00:00",freeze,DEV
OldFrontend,"2014-04-30 09:02:26+00:00",freeze,NULL
OldFrontend,"2014-04-30 09:13:32+00:00",freeze,DEV
Backend1,"2014-04-30 10:37:06+00:00",freeze,DEV
OldFrontend,"2014-04-30 11:20:16+00:00",freeze,DEV
OldFrontend,"2014-04-30 20:16:14+00:00",freeze,DEV
OldFrontend,"2014-04-30 20:23:10+00:00",freeze,DEV
OldFrontend,"2014-04-30 20:53:43+00:00",freeze,DEV
OldFrontend,"2014-04-30 21:01:47+00:00",freeze,DEV
OldFrontend,"2014-04-30 21:16:36+00:00",freeze,DEV
OldFrontend,"2014-04-30 22:06:45+00:00",freeze,DEV
OldFrontend,"2014-04-30 22:49:24+00:00",freeze,DEV
OldFrontend,"2014-05-02 03:59:08+00:00",freeze,DEV
OldFrontend,"2014-05-02 04:51:08+00:00",freeze,DEV
OldFrontend,"2014-05-02 05:31:56+00:00",freeze,DEV
OldFrontend,"2014-05-02 06:50:56+00:00",freeze,DEV
OldFrontend,"2014-05-02 08:06:40+00:00",freeze,DEV
OldFrontend,"2014-05-02 08:46:31+00:00",freeze,NULL
OldFrontend,"2014-05-02 09:49:12+00:00",freeze,NULL
OldFrontend,"2014-05-02 09:58:06+00:00",freeze,DEV
OldFrontend,"2014-05-02 10:42:28+00:00",freeze,DEV
OldFrontend,"2014-05-02 12:15:20+00:00",freeze,DEV
OldFrontend,"2014-05-02 13:01:23+00:00",freeze,DEV
OldFrontend,"2014-05-02 13:15:11+00:00",freeze,PS
OldFrontend,"2014-05-02 13:20:11+00:00",freeze,DEV
OldFrontend,"2014-05-02 14:48:59+00:00",freeze,AT
OldFrontend,"2014-05-05 04:44:35+00:00",freeze,DEV
OldFrontend,"2014-05-05 05:28:36+00:00",freeze,DEV
OldFrontend,"2014-05-05 08:00:15+00:00",freeze,PS
OldFrontend,"2014-05-05 10:15:02+00:00",freeze,DEV
OldFrontend,"2014-05-05 10:31:36+00:00",freeze,DEV
Backend1,"2014-05-05 10:37:25+00:00",freeze,DEV
OldFrontend,"2014-05-05 10:54:25+00:00",freeze,DEV
OldFrontend,"2014-05-05 11:01:12+00:00",freeze,DEV
OldFrontend,"2014-05-05 12:35:36+00:00",freeze,DEV
OldFrontend,"2014-05-05 12:43:22+00:00",freeze,DEV
Backend2,"2014-05-05 13:20:36+00:00",master,NULL
Backend2,"2014-05-05 19:08:49+00:00",master,NULL
Backend2,"2014-05-05 19:20:41+00:00",master,NULL
OldFrontend,"2014-05-06 06:11:52+00:00",freeze,DEV
Backend2,"2014-05-06 06:14:12+00:00",master,NULL
OldFrontend,"2014-05-06 08:59:55+00:00",freeze,AT
OldFrontend,"2014-05-06 09:45:56+00:00",freeze,NULL
OldFrontend,"2014-05-06 09:55:55+00:00",freeze,DEV
Backend1,"2014-05-06 10:00:16+00:00",freeze,PS
OldFrontend,"2014-05-06 10:16:13+00:00",freeze,DEV
Backend2,"2014-05-06 10:35:34+00:00",master,NULL
Backend2,"2014-05-06 10:36:44+00:00",master,NULL
Backend2,"2014-05-06 10:37:46+00:00",master,NULL
OldFrontend,"2014-05-06 10:46:43+00:00",freeze,PS
OldFrontend,"2014-05-06 10:51:45+00:00",freeze,DEV
OldFrontend,"2014-05-06 10:56:59+00:00",freeze,DEV
Backend1,"2014-05-06 11:56:57+00:00",freeze,DEV
Backend1,"2014-05-06 11:58:31+00:00",freeze,DEV
Backend1,"2014-05-06 12:00:44+00:00",freeze,DEV
OldFrontend,"2014-05-06 12:27:06+00:00",freeze,AT
OldFrontend,"2014-05-06 12:35:20+00:00",freeze,DEV
OldFrontend,"2014-05-06 12:58:59+00:00",freeze,NULL
OldFrontend,"2014-05-06 13:43:29+00:00",freeze,DEV
Backend2,"2014-05-06 13:57:09+00:00",master,NULL
OldFrontend,"2014-05-07 06:03:24+00:00",freeze,NULL
Backend2,"2014-05-07 06:17:48+00:00",master,NULL
OldFrontend,"2014-05-07 09:03:29+00:00",freeze,AT
OldFrontend,"2014-05-07 09:18:03+00:00",freeze,NULL
OldFrontend,"2014-05-07 09:35:15+00:00",freeze,DEV
Backend1,"2014-05-07 09:55:57+00:00",freeze,DEV
Backend1,"2014-05-07 10:03:37+00:00",freeze,DEV
